LOCATION_TEXT,ROAD,WEATHER,LIGHT,DESC,REPORTING_AGENCY,MAIN_CAUSE,INCIDENTDETAILS_ID,DATE_UTC,TIME_UTC,ADDRESS,killed_driver,killed_passenger,killed_pedestrian,injured_driver,injured_passenger,injured_pedestrian,killed_uncategorized,injured_uncategorized,killed_total,injured_total,DATETIME_PST,SEVERITY,Y,X,COLLISION_TYPE
None,EDSA,None,None,"No Accident Factor, No Collision Stated (based on Police Blotter Book), 0.0 drivers_injured, 0.0 drivers_killed, 0.0 passengers_injured, 0.0 passengers_killed, 0.0 pedestrian_injured, 0.0 pedestrian_killed, Fair (Day), EDSA after F. B. Harrison St. Pasay",MMDA Road Safety Unit,,f12e676f-c498-404b-9651-756da36f5e82,2012-02-13,07:00:00,EDSA before Roxas Blvd. Pasay,0,0,0,0,0,0,0,0,0,0,2012-02-13 15:00,Property,14.53778442,120.9952576,No Collision Stated
None,EDSA,None,None,"No Accident Factor, No Collision Stated (based on Police Blotter Book), 0.0 drivers_injured, 0.0 drivers_killed, 0.0 passengers_injured, 0.0 passengers_killed, 0.0 pedestrian_injured, 0.0 pedestrian_killed, Fair (Night), EDSA Caltex Gas Station Pasay",MMDA Road Safety Unit,,a68b160b-cc79-4581-a5e0-3c50ffff6141,2012-02-12,12:30:00,EDSA Philtranco Bus Terminal Pasay,0,0,0,0,0,0,0,0,0,0,2012-02-12 20:30,Property,14.53902197,121.0121772,No Collision Stated
None,EDSA,None,None,"No Accident Factor, No Collision Stated (based on Police Blotter Book), 0.0 drivers_injured, 0.0 drivers_killed, 0.0 passengers_injured, 0.0 passengers_killed, 0.0 pedestrian_injured, 0.0 pedestrian_killed, Fair (Day), EDSA before C. Jose St. Pasay",MMDA Road Safety Unit,,a1b90563-321a-48f1-b2da-4a29e65dfb71,2012-02-11,04:05:00,EDSA Automall Pasay,0,0,0,0,0,0,0,0,0,0,2012-02-11 12:05,Property,14.53861972,121.0105462,No Collision Stated
None,EDSA,None,None,"No Accident Factor, No Collision Stated (based on Police Blotter Book), 0.0 drivers_injured, 0.0 drivers_killed, 0.0 passengers_injured, 0.0 passengers_killed, 0.0 pedestrian_injured, 0.0 pedestrian_killed, Fair (Day), EDSA Victory Liner Bus Terminal Pasay",MMDA Road Safety Unit,,b60e826b-d162-42bd-b6a2-e02ca82794e2,2012-02-11,00:45:00,EDSA Taft Ave. Pasay,0,0,0,0,0,0,0,0,0,0,2012-02-11 8:45,Property,14.53839425,121.0066648,No Collision Stated
None,EDSA,None,None,"No Accident Factor, No Collision Stated (based on Police Blotter Book), 0.0 drivers_injured, 0.0 drivers_killed, 0.0 passengers_injured, 0.0 passengers_killed, 0.0 pedestrian_injured, 0.0 pedestrian_killed, Fair (Night), EDSA Taft Ave. Pasay",MMDA Road Safety Unit,,d4a2cbba-fc35-4d69-86cf-917ed14aa2ca,2012-02-10,14:20:00,EDSA Taft Avenue / Mahal Kita Hotel Pasay,0,0,0,0,0,0,0,0,0,0,2012-02-10 22:20,Property,14.53775951,121.0007229,No Collision Stated
None,EDSA,None,None,"No Accident Factor, No Collision Stated (based on Police Blotter Book), 0.0 drivers_injured, 0.0 drivers_killed, 0.0 passengers_injured, 0.0 passengers_killed, 0.0 pedestrian_injured, 0.0 pedestrian_killed, Fair (Day), EDSA Pres. Diosdado Macapagal Blvd. Pasay",MMDA Road Safety Unit,,33b7cfe0-e230-4e13-bc52-f2807178662b,2012-02-10,08:15:00,EDSA Pres. Diosdado Macapagal Blvd. Pasay,0,0,0,0,0,0,0,0,0,0,2012-02-10 16:15,Property,14.53619237,120.9889562,No Collision Stated
None,EDSA,None,None,"No Accident Factor, No Collision Stated (based on Police Blotter Book), 0.0 drivers_injured, 0.0 drivers_killed, 0.0 passengers_injured, 0.0 passengers_killed, 0.0 pedestrian_injured, 0.0 pedestrian_killed, Fair (Day), EDSA Mahal Kita Hotel Pasay",MMDA Road Safety Unit,,b546f99a-ad07-47f1-bdb0-660cc6f0384f,2012-02-09,08:45:00,EDSA Taft Ave. Pasay,0,0,0,0,0,0,0,0,0,0,2012-02-09 16:45,Property,14.53743819,120.9997641,No Collision Stated
None,EDSA,None,None,"No Accident Factor, No Collision Stated (based on Police Blotter Book), 0.0 drivers_injured, 0.0 drivers_killed, 0.0 passengers_injured, 0.0 passengers_killed, 0.0 pedestrian_injured, 0.0 pedestrian_killed, Fair (Day), EDSA Roxas Blvd. Pasay",MMDA Road Safety Unit,,83d9967f-e8fb-48c4-bbcd-1e61ff38a241,2012-02-09,03:00:00,EDSA Taft Avenue / Park Avenue Pasay,0,0,0,0,0,0,0,0,0,0,2012-02-09 11:00,Property,14.53725136,120.9928775,No Collision Stated
None,EDSA,None,None,"No Accident Factor, No Collision Stated (based on Police Blotter Book), 0.0 drivers_injured, 0.0 drivers_killed, 0.0 passengers_injured, 0.0 passengers_killed, 0.0 pedestrian_injured, 0.0 pedestrian_killed, Fair (Day), EDSA Victory Liner Bus Terminal Pasay",MMDA Road Safety Unit,,0434cfd6-a025-4b80-bd0b-596333aaf808,2012-02-08,04:30:00,EDSA Pres. Diosdado Macapagal Blvd. Pasay,0,0,0,0,0,0,0,0,0,0,2012-02-08 12:30,Property,14.53839425,121.0066648,No Collision Stated
None,EDSA,None,None,"No Accident Factor, No Collision Stated (based on Police Blotter Book), 0.0 drivers_injured, 0.0 drivers_killed, 0.0 passengers_injured, 0.0 passengers_killed, 0.0 pedestrian_injured, 0.0 pedestrian_killed, Fair (Night), EDSA before Roxas Blvd. Pasay",MMDA Road Safety Unit,,903d4c74-38df-45d4-847e-a88eaeafbb1b,2012-02-06,21:45:00,EDSA before Taft Ave. Pasay,0,0,0,0,0,0,0,0,0,0,2012-02-07 5:45,Property,14.53731241,120.9931153,No Collision Stated
None,EDSA,None,None,"No Accident Factor, No Collision Stated (based on Police Blotter Book), 0.0 drivers_injured, 0.0 drivers_killed, 0.0 passengers_injured, 0.0 passengers_killed, 0.0 pedestrian_injured, 0.0 pedestrian_killed, Fair (Day), EDSA Philtranco Bus Terminal Pasay",MMDA Road Safety Unit,,05d2a4b8-5dc2-486b-bd44-77a1d11052b4,2012-02-04,00:00:00,EDSA Taft Ave. Pasay,0,0,0,0,0,0,0,0,0,0,2012-02-04 8:00,Property,14.53794104,121.0047786,No Collision Stated
None,EDSA,None,None,"No Accident Factor, No Collision Stated (based on Police Blotter Book), 0.0 drivers_injured, 0.0 drivers_killed, 0.0 passengers_injured, 0.0 passengers_killed, 0.0 pedestrian_injured, 0.0 pedestrian_killed, Fair (Day), EDSA Automall Pasay",MMDA Road Safety Unit,,e01967c2-df2c-4dfb-82f2-c88b97d4309f,2012-02-02,23:00:00,EDSA Roxas Blvd. Pasay,0,0,0,0,0,0,0,0,0,0,2012-02-03 7:00,Property,14.5378814,120.9972304,No Collision Stated
None,EDSA,None,None,"No Accident Factor, No Collision Stated (based on Police Blotter Book), 0.0 drivers_injured, 0.0 drivers_killed, 0.0 passengers_injured, 0.0 passengers_killed, 0.0 pedestrian_injured, 0.0 pedestrian_killed, Fair (Night), EDSA Taft Ave. Pasay",MMDA Road Safety Unit,,718b1416-a8d8-43d7-b0d0-9ce85777d5ff,2012-02-02,14:50:00,EDSA Pres. Diosdado Macapagal Blvd. Pasay,0,0,0,0,0,0,0,0,0,0,2012-02-02 22:50,Property,14.53775951,121.0007229,No Collision Stated
None,EDSA,None,None,"No Accident Factor, No Collision Stated (based on Police Blotter Book), 0.0 drivers_injured, 0.0 drivers_killed, 0.0 passengers_injured, 0.0 passengers_killed, 0.0 pedestrian_injured, 0.0 pedestrian_killed, Fair (Night), EDSA Taft Avenue / Mahal Kita Hotel Pasay",MMDA Road Safety Unit,,6f4deda6-6c09-4068-a706-8116d73d7ef7,2012-02-02,14:30:00,EDSA Mitsubishi Motors Pasay,0,0,0,0,0,0,0,0,0,0,2012-02-02 22:30,Property,14.53775951,121.0007229,No Collision Stated
None,EDSA,None,None,"No Accident Factor, Hit and Run (No Collision Stated), 0.0 drivers_injured, 0.0 drivers_killed, 0.0 passengers_injured, 0.0 passengers_killed, 0.0 pedestrian_injured, 0.0 pedestrian_killed, Fair (Night), EDSA Pres. Diosdado Macapagal Blvd. Pasay",MMDA Road Safety Unit,,a4764620-8ac6-404d-9f19-69b97570fc47,2012-02-02,13:30:00,EDSA Pres. Diosdado Macapagal Blvd. Pasay,0,0,0,0,0,0,0,0,0,0,2012-02-02 21:30,Property,14.53619237,120.9889562,No Collision Stated
None,EDSA,None,None,"No Accident Factor, No Collision Stated (based on Police Blotter Book), 0.0 drivers_injured, 0.0 drivers_killed, 0.0 passengers_injured, 0.0 passengers_killed, 0.0 pedestrian_injured, 0.0 pedestrian_killed, Fair (Day), EDSA Taft Ave. Pasay",MMDA Road Safety Unit,,bc3b2212-91c8-43ef-bb0d-183a64f30bbf,2012-02-02,01:45:00,EDSA Roxas Blvd. Service Road Pasay,0,0,0,0,0,0,0,0,0,0,2012-02-02 9:45,Property,14.53775951,121.0007229,No Collision Stated
None,EDSA,None,None,"No Accident Factor, No Collision Stated (based on Police Blotter Book), 0.0 drivers_injured, 0.0 drivers_killed, 0.0 passengers_injured, 0.0 passengers_killed, 0.0 pedestrian_injured, 0.0 pedestrian_killed, Fair (Day), EDSA Taft Avenue / Park Avenue Pasay",MMDA Road Safety Unit,,fcaa20b8-e1a3-4111-836c-91796afec03f,2012-02-01,07:45:00,EDSA Roxas Blvd. / Heritage Hotel Pasay,0,0,0,0,0,0,0,0,0,0,2012-02-01 15:45,Property,14.53775951,121.0007229,No Collision Stated
None,EDSA,None,None,"No Accident Factor, No Collision Stated (based on Police Blotter Book), 0.0 drivers_injured, 0.0 drivers_killed, 0.0 passengers_injured, 0.0 passengers_killed, 0.0 pedestrian_injured, 0.0 pedestrian_killed, Fair (Day), EDSA Pres. Diosdado Macapagal Blvd. Pasay",MMDA Road Safety Unit,,c865266f-d79e-4872-90cd-f0cff9879501,2012-02-01,07:30:00,EDSA Taft Ave. Pasay,0,0,0,0,0,0,0,0,0,0,2012-02-01 15:30,Property,14.53619237,120.9889562,No Collision Stated
None,EDSA,None,None,"No Accident Factor, No Collision Stated (based on Police Blotter Book), 0.0 drivers_injured, 0.0 drivers_killed, 0.0 passengers_injured, 0.0 passengers_killed, 0.0 pedestrian_injured, 0.0 pedestrian_killed, Fair (Day), EDSA before Taft Ave. Pasay",MMDA Road Safety Unit,,9139e46f-3edc-49d6-be70-e7d7aac44127,2012-02-01,06:55:00,EDSA Pres. Diosdado Macapagal Blvd. (WB) Pasay,0,0,0,0,0,0,0,0,0,0,2012-02-01 14:55,Property,14.53764622,121.0012661,No Collision Stated
None,EDSA,None,None,"No Accident Factor, No Collision Stated (based on Police Blotter Book), 0.0 drivers_injured, 0.0 drivers_killed, 0.0 passengers_injured, 0.0 passengers_killed, 0.0 pedestrian_injured, 0.0 pedestrian_killed, Fair (Night), EDSA Taft Ave. Pasay",MMDA Road Safety Unit,,5fdd544e-31e6-4576-bd66-cd3a49608e4c,2012-01-31,14:30:00,EDSA Taft Ave. Pasay,0,0,0,0,0,0,0,0,0,0,2012-01-31 22:30,Property,14.53775951,121.0007229,No Collision Stated
None,EDSA,None,None,"No Accident Factor, No Collision Stated (based on Police Blotter Book), 0.0 drivers_injured, 0.0 drivers_killed, 0.0 passengers_injured, 0.0 passengers_killed, 0.0 pedestrian_injured, 0.0 pedestrian_killed, Fair (Day), EDSA Roxas Blvd. Pasay",MMDA Road Safety Unit,,866401c5-ea78-414c-a23e-73c5859cea96,2012-01-31,04:30:00,EDSA Savemore Shopping Mall Pasay,0,0,0,0,0,0,0,0,0,0,2012-01-31 12:30,Property,14.53725136,120.9928775,No Collision Stated
None,EDSA,None,None,"No Accident Factor, No Collision Stated (based on Police Blotter Book), 0.0 drivers_injured, 0.0 drivers_killed, 0.0 passengers_injured, 0.0 passengers_killed, 0.0 pedestrian_injured, 0.0 pedestrian_killed, Fair (Day), EDSA Pres. Diosdado Macapagal Blvd. Pasay",MMDA Road Safety Unit,,4b329382-096f-46a6-ba20-4d7413d9c34b,2012-01-30,09:00:00,EDSA Winston Lodge Pasay,0,0,0,0,0,0,0,0,0,0,2012-01-30 17:00,Property,14.53619237,120.9889562,No Collision Stated
None,EDSA,None,None,"No Accident Factor, No Collision Stated (based on Police Blotter Book), 0.0 drivers_injured, 0.0 drivers_killed, 0.0 passengers_injured, 0.0 passengers_killed, 0.0 pedestrian_injured, 0.0 pedestrian_killed, Fair (Day), EDSA Mitsubishi Motors Pasay",MMDA Road Safety Unit,,1f752cfa-82c6-47d9-9c1e-596bfa9518f6,2012-01-30,05:30:00,EDSA Taft Ave. Pasay,0,0,0,0,0,0,0,0,0,0,2012-01-30 13:30,Property,14.53723527,120.9929516,No Collision Stated
None,EDSA,None,None,"No Accident Factor, No Collision Stated (based on Police Blotter Book), 0.0 drivers_injured, 0.0 drivers_killed, 0.0 passengers_injured, 0.0 passengers_killed, 0.0 pedestrian_injured, 0.0 pedestrian_killed, Fair (Day), EDSA Pres. Diosdado Macapagal Blvd. Pasay",MMDA Road Safety Unit,,b98495ad-a8ea-499b-a13e-379a42e76918,2012-01-30,05:30:00,EDSA before Leveriza St. Pasay,0,0,0,0,0,0,0,0,0,0,2012-01-30 13:30,Property,14.53619237,120.9889562,No Collision Stated
None,EDSA,None,None,"No Accident Factor, No Collision Stated (based on Police Blotter Book), 0.0 drivers_injured, 0.0 drivers_killed, 0.0 passengers_injured, 0.0 passengers_killed, 0.0 pedestrian_injured, 0.0 pedestrian_killed, Fair (Day), EDSA Roxas Blvd. Service Road Pasay",MMDA Road Safety Unit,,10b4ee94-ab3c-4766-bc60-19bb3c45bbaf,2012-01-30,05:25:00,EDSA Roxas Blvd. Pasay,0,0,0,0,0,0,0,0,0,0,2012-01-30 13:25,Property,14.53725136,120.9928775,No Collision Stated
None,EDSA,None,None,"No Accident Factor, No Collision Stated (based on Police Blotter Book), 0.0 drivers_injured, 0.0 drivers_killed, 0.0 passengers_injured, 0.0 passengers_killed, 0.0 pedestrian_injured, 0.0 pedestrian_killed, Fair (Day), EDSA Roxas Blvd. / Heritage Hotel Pasay",MMDA Road Safety Unit,,04ddfaa5-7be7-42f4-87b2-ea76b6b0d7a4,2012-01-27,07:40:00,EDSA Roxas Blvd. Pasay,0,0,0,0,0,0,0,0,0,0,2012-01-27 15:40,Property,14.53725136,120.9928775,No Collision Stated
None,EDSA,None,None,"No Accident Factor, No Collision Stated (based on Police Blotter Book), 0.0 drivers_injured, 0.0 drivers_killed, 0.0 passengers_injured, 0.0 passengers_killed, 0.0 pedestrian_injured, 0.0 pedestrian_killed, Fair (Day), EDSA Taft Ave. Pasay",MMDA Road Safety Unit,,86952805-cd56-485d-8425-3e1ddeba9e0c,2012-01-25,09:25:00,EDSA before Taft Ave. Pasay,0,0,0,0,0,0,0,0,0,0,2012-01-25 17:25,Property,14.53775951,121.0007229,No Collision Stated
None,EDSA,None,None,"No Accident Factor, No Collision Stated (based on Police Blotter Book), 0.0 drivers_injured, 0.0 drivers_killed, 0.0 passengers_injured, 0.0 passengers_killed, 0.0 pedestrian_injured, 0.0 pedestrian_killed, Fair (Day), EDSA Pres. Diosdado Macapagal Blvd. (WB) Pasay",MMDA Road Safety Unit,,a7457874-b14b-40bb-b362-285fd3f9cbef,2012-01-25,08:00:00,EDSA Taft Ave. Pasay,0,0,0,0,0,0,0,0,0,0,2012-01-25 16:00,Property,14.53619237,120.9889562,No Collision Stated
None,EDSA,None,None,"No Accident Factor, No Collision Stated (based on Police Blotter Book), 0.0 drivers_injured, 0.0 drivers_killed, 0.0 passengers_injured, 0.0 passengers_killed, 0.0 pedestrian_injured, 0.0 pedestrian_killed, Fair (Night), EDSA Taft Ave. Pasay",MMDA Road Safety Unit,,a39d50b4-a8d7-47a8-acc4-8ffe6148a6d7,2012-01-22,18:00:00,EDSA Taft Ave. Pasay,0,0,0,0,0,0,0,0,0,0,2012-01-23 2:00,Property,14.53775951,121.0007229,No Collision Stated
None,EDSA,None,None,"No Accident Factor, No Collision Stated (based on Police Blotter Book), 0.0 drivers_injured, 0.0 drivers_killed, 0.0 passengers_injured, 0.0 passengers_killed, 0.0 pedestrian_injured, 0.0 pedestrian_killed, Fair (Day), EDSA Savemore Shopping Mall Pasay",MMDA Road Safety Unit,,4388f39f-391a-4df0-bae8-3ddcb31ddb35,2012-01-22,01:00:00,EDSA Roxas Blvd. Service Road Pasay,0,0,0,0,0,0,0,0,0,0,2012-01-22 9:00,Property,14.53773852,120.9993152,No Collision Stated
None,EDSA,None,None,"No Accident Factor, No Collision Stated (based on Police Blotter Book), 0.0 drivers_injured, 0.0 drivers_killed, 0.0 passengers_injured, 0.0 passengers_killed, 0.0 pedestrian_injured, 0.0 pedestrian_killed, Fair (Day), EDSA Winston Lodge Pasay",MMDA Road Safety Unit,,23a1da22-968e-4c99-8e2c-b332453ff37c,2012-01-19,23:45:00,EDSA Taft Ave. Pasay,0,0,0,0,0,0,0,0,0,0,2012-01-20 7:45,Property,14.53779363,121.0036149,No Collision Stated
None,EDSA,None,None,"No Accident Factor, No Collision Stated (based on Police Blotter Book), 0.0 drivers_injured, 0.0 drivers_killed, 4.0 passengers_injured, 0.0 passengers_killed, 0.0 pedestrian_injured, 0.0 pedestrian_killed, Fair (Night), EDSA Taft Ave. Pasay",MMDA Road Safety Unit,,28386db7-e122-43ba-9026-fc5ed3b090d4,2012-01-19,18:20:00,EDSA before Taft Ave. Pasay,0,0,0,0,4,0,0,0,0,4,2012-01-20 2:20,Injury,14.53775951,121.0007229,No Collision Stated
None,EDSA,None,None,"No Accident Factor, No Collision Stated (based on Police Blotter Book), 0.0 drivers_injured, 0.0 drivers_killed, 0.0 passengers_injured, 0.0 passengers_killed, 0.0 pedestrian_injured, 0.0 pedestrian_killed, Fair (Day), EDSA before Leveriza St. Pasay",MMDA Road Safety Unit,,7646bd3b-f3fa-4264-9df9-641a74a2e088,2012-01-19,08:30:00,EDSA Roxas Blvd. Pasay,0,0,0,0,0,0,0,0,0,0,2012-01-19 16:30,Property,14.53775134,120.9986464,No Collision Stated
None,EDSA,None,None,"No Accident Factor, No Collision Stated (based on Police Blotter Book), 0.0 drivers_injured, 0.0 drivers_killed, 0.0 passengers_injured, 0.0 passengers_killed, 0.0 pedestrian_injured, 0.0 pedestrian_killed, Fair (Day), EDSA Roxas Blvd. Pasay",MMDA Road Safety Unit,,1fd1d98f-b684-4088-a555-1a8ac73d96d1,2012-01-18,08:00:00,EDSA Pres. Diosdado Macapagal Blvd. Pasay,0,0,0,0,0,0,0,0,0,0,2012-01-18 16:00,Property,14.53725136,120.9928775,No Collision Stated
None,EDSA,None,None,"No Accident Factor, No Collision Stated (based on Police Blotter Book), 0.0 drivers_injured, 0.0 drivers_killed, 0.0 passengers_injured, 0.0 passengers_killed, 0.0 pedestrian_injured, 0.0 pedestrian_killed, Fair (Day), EDSA Roxas Blvd. Pasay",MMDA Road Safety Unit,,c86bafad-2675-4df0-bb8b-3c277abe595b,2012-01-17,05:15:00,EDSA Automall Pasay,0,0,0,0,0,0,0,0,0,0,2012-01-17 13:15,Property,14.53725136,120.9928775,No Collision Stated
None,EDSA,None,None,"No Accident Factor, No Collision Stated (based on Police Blotter Book), 0.0 drivers_injured, 0.0 drivers_killed, 0.0 passengers_injured, 0.0 passengers_killed, 0.0 pedestrian_injured, 0.0 pedestrian_killed, Fair (Day), EDSA before Taft Ave. Pasay",MMDA Road Safety Unit,,16158237-b944-42f8-a27e-ab008a04334c,2012-01-17,03:50:00,"EDSA fronting at""U""turn Slot Toyota Motors Pasay",0,0,0,0,0,0,0,0,0,0,2012-01-17 11:50,Property,14.53764622,121.0012661,No Collision Stated
None,EDSA,None,None,"No Accident Factor, No Collision Stated (based on Police Blotter Book), 0.0 drivers_injured, 0.0 drivers_killed, 0.0 passengers_injured, 0.0 passengers_killed, 0.0 pedestrian_injured, 0.0 pedestrian_killed, Fair (Day), EDSA Taft Ave. Pasay",MMDA Road Safety Unit,,2e606f4a-6065-44f2-ad0b-8978a1a16a37,2012-01-17,03:00:00,EDSA Taft Ave. Pasay,0,0,0,0,0,0,0,0,0,0,2012-01-17 11:00,Property,14.53775951,121.0007229,No Collision Stated
None,EDSA,None,None,"No Accident Factor, No Collision Stated (based on Police Blotter Book), 0.0 drivers_injured, 0.0 drivers_killed, 0.0 passengers_injured, 0.0 passengers_killed, 0.0 pedestrian_injured, 0.0 pedestrian_killed, Fair (Night), EDSA Taft Ave. Pasay",MMDA Road Safety Unit,,2187fc3f-d52a-4e60-806d-4b96f76653d8,2012-01-16,21:25:00,EDSA Philtranco Pasay,0,0,0,0,0,0,0,0,0,0,2012-01-17 5:25,Property,14.53775951,121.0007229,No Collision Stated
None,EDSA,None,None,"No Accident Factor, No Collision Stated (based on Police Blotter Book), 0.0 drivers_injured, 0.0 drivers_killed, 0.0 passengers_injured, 0.0 passengers_killed, 0.0 pedestrian_injured, 0.0 pedestrian_killed, Fair (Day), EDSA Roxas Blvd. Service Road Pasay",MMDA Road Safety Unit,,01375f36-7f6b-422c-944a-c51f881f80d3,2012-01-14,03:15:00,EDSA Kabayan Hotel Pasay,0,0,0,0,0,0,0,0,0,0,2012-01-14 11:15,Property,14.53725136,120.9928775,No Collision Stated
None,EDSA,None,None,"No Accident Factor, No Collision Stated (based on Police Blotter Book), 1.0 drivers_injured, 0.0 drivers_killed, 0.0 passengers_injured, 0.0 passengers_killed, 0.0 pedestrian_injured, 0.0 pedestrian_killed, Fair (Day), EDSA Taft Ave. Pasay",MMDA Road Safety Unit,,3e2e75b5-e838-4d27-8822-a7dd78977677,2012-01-14,02:40:00,EDSA Taft Ave. Pasay,0,0,0,1,0,0,0,0,0,1,2012-01-14 10:40,Injury,14.53775951,121.0007229,No Collision Stated
None,EDSA,None,None,"No Accident Factor, No Collision Stated (based on Police Blotter Book), 0.0 drivers_injured, 0.0 drivers_killed, 0.0 passengers_injured, 0.0 passengers_killed, 0.0 pedestrian_injured, 0.0 pedestrian_killed, Fair (Day), EDSA before Taft Ave. Pasay",MMDA Road Safety Unit,,b18e1ade-da1c-4f93-a3a6-e71c7004bbf7,2012-01-14,01:10:00,EDSA before Kabayan Hotel Pasay,0,0,0,0,0,0,0,0,0,0,2012-01-14 9:10,Property,14.53764622,121.0012661,No Collision Stated
None,EDSA,None,None,"No Accident Factor, No Collision Stated (based on Police Blotter Book), 0.0 drivers_injured, 0.0 drivers_killed, 0.0 passengers_injured, 0.0 passengers_killed, 0.0 pedestrian_injured, 0.0 pedestrian_killed, Fair (Night), EDSA Roxas Blvd. Pasay",MMDA Road Safety Unit,,587a72da-5484-4291-84bb-0240fcd1a815,2012-01-12,10:30:00,EDSA Roxas Blvd. Pasay,0,0,0,0,0,0,0,0,0,0,2012-01-12 18:30,Property,14.53725136,120.9928775,No Collision Stated
None,EDSA,None,None,"No Accident Factor, Hit and Run (No Collision Stated), 1.0 drivers_injured, 0.0 drivers_killed, 0.0 passengers_injured, 0.0 passengers_killed, 0.0 pedestrian_injured, 0.0 pedestrian_killed, Fair (Day), EDSA Pres. Diosdado Macapagal Blvd. Pasay",MMDA Road Safety Unit,,0338da95-f5a2-4efd-aecf-253ff4743aed,2012-01-11,04:10:00,Edsa Tramo St. Pasay,0,0,0,1,0,0,0,0,0,1,2012-01-11 12:10,Injury,14.53619237,120.9889562,No Collision Stated
None,EDSA,None,None,"No Accident Factor, No Collision Stated (based on Police Blotter Book), 0.0 drivers_injured, 0.0 drivers_killed, 0.0 passengers_injured, 0.0 passengers_killed, 0.0 pedestrian_injured, 0.0 pedestrian_killed, Fair (Day), EDSA Automall Pasay",MMDA Road Safety Unit,,a6c9ae62-9af2-4e5d-98b2-477f7d49dbae,2012-01-10,07:15:00,"EDSA at""U""turn Slot Heritage Hotel Pasay",0,0,0,0,0,0,0,0,0,0,2012-01-10 15:15,Property,14.5378814,120.9972304,No Collision Stated
None,EDSA,None,None,"No Accident Factor, No Collision Stated (based on Police Blotter Book), 1.0 drivers_injured, 0.0 drivers_killed, 0.0 passengers_injured, 0.0 passengers_killed, 0.0 pedestrian_injured, 0.0 pedestrian_killed, Fair (Day), EDSA fronting at""U""turn Slot Toyota Motors Pasay",MMDA Road Safety Unit,,6c1a0a6b-6406-4cb0-a37c-cd1c8ff47682,2012-01-07,05:20:00,EDSA Taft Ave. Pasay,0,0,0,1,0,0,0,0,0,1,2012-01-07 13:20,Injury,14.53680303,120.9910395,No Collision Stated
None,EDSA,None,None,"No Accident Factor, No Collision Stated (based on Police Blotter Book), 0.0 drivers_injured, 0.0 drivers_killed, 0.0 passengers_injured, 0.0 passengers_killed, 0.0 pedestrian_injured, 0.0 pedestrian_killed, Fair (Night), EDSA Taft Ave. Pasay",MMDA Road Safety Unit,,3f22a5d6-a6f9-4d7f-9534-66d9aee41c1e,2012-01-06,10:45:00,EDSA Diosdado Macapagal Blvd. Pasay,0,0,0,0,0,0,0,0,0,0,2012-01-06 18:45,Property,14.53775951,121.0007229,No Collision Stated
None,EDSA,None,None,"No Accident Factor, No Collision Stated (based on Police Blotter Book), 0.0 drivers_injured, 0.0 drivers_killed, 0.0 passengers_injured, 0.0 passengers_killed, 0.0 pedestrian_injured, 0.0 pedestrian_killed, Fair (Day), EDSA Philtranco Pasay",MMDA Road Safety Unit,,0f0d8b9f-a8e4-43e9-86f0-fe8d5034f41a,2012-01-05,02:15:00,EDSA P. Celle St. Pasay,0,0,0,0,0,0,0,0,0,0,2012-01-05 10:15,Property,14.53794104,121.0047786,No Collision Stated
None,EDSA,None,None,"No Accident Factor, No Collision Stated (based on Police Blotter Book), 0.0 drivers_injured, 0.0 drivers_killed, 0.0 passengers_injured, 0.0 passengers_killed, 0.0 pedestrian_injured, 0.0 pedestrian_killed, Fair (Night), EDSA Kabayan Hotel Pasay",MMDA Road Safety Unit,,46b7be7d-0147-4b1b-8b4c-86ca4933fa09,2012-01-03,11:00:00,EDSA near Tramo St. Pasay,0,0,0,0,0,0,0,0,0,0,2012-01-03 19:00,Property,14.53775829,121.0015736,No Collision Stated
None,EDSA,None,None,"No Accident Factor, Side Swipe, 0.0 drivers_injured, 0.0 drivers_killed, 0.0 passengers_injured, 0.0 passengers_killed, 0.0 pedestrian_injured, 0.0 pedestrian_killed, Rain (Day), EDSA Taft Ave. Pasay",MMDA Road Safety Unit,,33674aa0-4c80-4a40-af16-2ca085572c4f,2012-01-03,06:30:00,EDSA fronting Heritage Hotel Pasay,0,0,0,0,0,0,0,0,0,0,2012-01-03 14:30,Property,14.53775951,121.0007229,Side Swipe
None,EDSA,None,None,"No Accident Factor, No Collision Stated (based on Police Blotter Book), 0.0 drivers_injured, 0.0 drivers_killed, 3.0 passengers_injured, 0.0 passengers_killed, 0.0 pedestrian_injured, 0.0 pedestrian_killed, Fair (Day), EDSA before Kabayan Hotel Pasay",MMDA Road Safety Unit,,393d686f-834e-4eb2-8fed-a4b798046cc7,2012-01-03,01:00:00,EDSA D. Macapagal Blvd. Pasay,0,0,0,0,3,0,0,0,0,3,2012-01-03 9:00,Injury,14.53789642,121.0018449,No Collision Stated
None,EDSA,None,None,"No Accident Factor, No Collision Stated (based on Police Blotter Book), 0.0 drivers_injured, 0.0 drivers_killed, 0.0 passengers_injured, 0.0 passengers_killed, 0.0 pedestrian_injured, 0.0 pedestrian_killed, Fair (Night), EDSA Roxas Blvd. Pasay",MMDA Road Safety Unit,,692e36f1-fe9c-4f28-8999-702f9ef32ed2,2012-01-02,15:00:00,EDSA Taft Ave. Pasay,0,0,0,0,0,0,0,0,0,0,2012-01-02 23:00,Property,14.53725136,120.9928775,No Collision Stated
